Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Source Code,Source,Unit,Value,Flag,Flag Description,Note
"GLE","Emissions from Livestock","076","Brazil","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1972","1972","3050","FAO TIER 1","kt","731.46","E","Estimated value",""
"GLE","Emissions from Livestock","076","Brazil","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1973","1973","3050","FAO TIER 1","kt","711.75","E","Estimated value",""
"GLE","Emissions from Livestock","076","Brazil","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1974","1974","3050","FAO TIER 1","kt","791.2134","E","Estimated value",""
"GLE","Emissions from Livestock","076","Brazil","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1975","1975","3050","FAO TIER 1","kt","897.4372","E","Estimated value",""
"GLE","Emissions from Livestock","076","Brazil","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1976","1976","3050","FAO TIER 1","kt","938.197","E","Estimated value",""
"GLE","Emissions from Livestock","076","Brazil","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1977","1977","3050","FAO TIER 1","kt","1032.0872","E","Estimated value",""
"GLE","Emissions from Livestock","076","Brazil","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1978","1978","3050","FAO TIER 1","kt","1032.967","E","Estimated value",""
"GLE","Emissions from Livestock","076","Brazil","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1979","1979","3050","FAO TIER 1","kt","1087.6334","E","Estimated value",""
"GLE","Emissions from Livestock","076","Brazil","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1980","1980","3050","FAO TIER 1","kt","1205.4467","E","Estimated value",""
"GLE","Emissions from Livestock","076","Brazil","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1981","1981","3050","FAO TIER 1","kt","1203.8921","E","Estimated value",""
"GLE","Emissions from Livestock","076","Brazil","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1982","1982","3050","FAO TIER 1","kt","1196.2284","E","Estimated value",""
"GLE","Emissions from Livestock","076","Brazil","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1983","1983","3050","FAO TIER 1","kt","1188.1744","E","Estimated value",""
"GLE","Emissions from Livestock","076","Brazil","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1984","1984","3050","FAO TIER 1","kt","1222.2324","E","Estimated value",""
"GLE","Emissions from Livestock","076","Brazil","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1985","1985","3050","FAO TIER 1","kt","1241","E","Estimated value",""
"GLE","Emissions from Livestock","076","Brazil","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1986","1986","3050","FAO TIER 1","kt","1284.8","E","Estimated value",""
"GLE","Emissions from Livestock","076","Brazil","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1987","1987","3050","FAO TIER 1","kt","1297.5125","E","Estimated value",""
"GLE","Emissions from Livestock","076","Brazil","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1988","1988","3050","FAO TIER 1","kt","1317.9151","E","Estimated value",""
"GLE","Emissions from Livestock","076","Brazil","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1989","1989","3050","FAO TIER 1","kt","1363.1284","E","Estimated value",""
"GLE","Emissions from Livestock","076","Brazil","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1990","1990","3050","FAO TIER 1","kt","1392.3226","E","Estimated value",""
"GLE","Emissions from Livestock","076","Brazil","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1991","1991","3050","FAO TIER 1","kt","1457.3793","E","Estimated value",""
"GLE","Emissions from Livestock","076","Brazil","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1992","1992","3050","FAO TIER 1","kt","1494.748","E","Estimated value",""
"GLE","Emissions from Livestock","076","Brazil","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1993","1993","3050","FAO TIER 1","kt","1461.6863","E","Estimated value",""
"GLE","Emissions from Livestock","076","Brazil","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1994","1994","3050","FAO TIER 1","kt","1464.9859","E","Estimated value",""
"GLE","Emissions from Livestock","076","Brazil","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1995","1995","3050","FAO TIER 1","kt","1502.2825","E","Estimated value",""
"GLE","Emissions from Livestock","076","Brazil","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1996","1996","3050","FAO TIER 1","kt","1187.9777","E","Estimated value",""
"GLE","Emissions from Livestock","076","Brazil","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1997","1997","3050","FAO TIER 1","kt","1244.5209","E","Estimated value",""
"GLE","Emissions from Livestock","076","Brazil","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1998","1998","3050","FAO TIER 1","kt","1261.4842","E","Estimated value",""
"GLE","Emissions from Livestock","076","Brazil","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1999","1999","3050","FAO TIER 1","kt","1269.883","E","Estimated value",""
"GLE","Emissions from Livestock","076","Brazil","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2000","2000","3050","FAO TIER 1","kt","1305.6065","E","Estimated value",""
"GLE","Emissions from Livestock","076","Brazil","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2001","2001","3050","FAO TIER 1","kt","1328.1585","E","Estimated value",""
"GLE","Emissions from Livestock","076","Brazil","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2002","2002","3050","FAO TIER 1","kt","1387.3796","E","Estimated value",""
"GLE","Emissions from Livestock","076","Brazil","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2003","2003","3050","FAO TIER 1","kt","1405.6619","E","Estimated value",""
"GLE","Emissions from Livestock","076","Brazil","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2004","2004","3050","FAO TIER 1","kt","1461.6589","E","Estimated value",""
"GLE","Emissions from Livestock","076","Brazil","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2005","2005","3050","FAO TIER 1","kt","1505.6925","E","Estimated value",""
"GLE","Emissions from Livestock","076","Brazil","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2006","2006","3050","FAO TIER 1","kt","1528.8253","E","Estimated value",""
"GLE","Emissions from Livestock","076","Brazil","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2007","2007","3050","FAO TIER 1","kt","1541.9292","E","Estimated value",""
"GLE","Emissions from Livestock","076","Brazil","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2008","2008","3050","FAO TIER 1","kt","1575.7254","E","Estimated value",""
"GLE","Emissions from Livestock","076","Brazil","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2009","2009","3050","FAO TIER 1","kt","1637.7761","E","Estimated value",""
"GLE","Emissions from Livestock","076","Brazil","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2010","2010","3050","FAO TIER 1","kt","1673.5187","E","Estimated value",""
"GLE","Emissions from Livestock","076","Brazil","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2011","2011","3050","FAO TIER 1","kt","1695.7311","E","Estimated value",""
"GLE","Emissions from Livestock","076","Brazil","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2012","2012","3050","FAO TIER 1","kt","1664.6569","E","Estimated value",""
"GLE","Emissions from Livestock","076","Brazil","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2013","2013","3050","FAO TIER 1","kt","1675.6812","E","Estimated value",""
"GLE","Emissions from Livestock","076","Brazil","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2014","2014","3050","FAO TIER 1","kt","1681.0404","E","Estimated value",""
"GLE","Emissions from Livestock","076","Brazil","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2015","2015","3050","FAO TIER 1","kt","1541.0969","E","Estimated value",""
"GLE","Emissions from Livestock","076","Brazil","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2016","2016","3050","FAO TIER 1","kt","1427.8139","E","Estimated value",""
"GLE","Emissions from Livestock","076","Brazil","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2017","2017","3050","FAO TIER 1","kt","1230.1801","E","Estimated value",""
"GLE","Emissions from Livestock","076","Brazil","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2018","2018","3050","FAO TIER 1","kt","1193.7756","E","Estimated value",""
"GLE","Emissions from Livestock","076","Brazil","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2019","2019","3050","FAO TIER 1","kt","1190.2916","E","Estimated value",""
"GLE","Emissions from Livestock","076","Brazil","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2020","2020","3050","FAO TIER 1","kt","1180.2366","E","Estimated value",""
"GLE","Emissions from Livestock","076","Brazil","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2021","2021","3050","FAO TIER 1","kt","1163.9546","E","Estimated value",""
"GLE","Emissions from Livestock","484","Mexico","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1961","1961","3050","FAO TIER 1","kt","73","E","Estimated value",""
"GLE","Emissions from Livestock","484","Mexico","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1962","1962","3050","FAO TIER 1","kt","74.095","E","Estimated value",""
"GLE","Emissions from Livestock","484","Mexico","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1963","1963","3050","FAO TIER 1","kt","78.84","E","Estimated value",""
"GLE","Emissions from Livestock","484","Mexico","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1964","1964","3050","FAO TIER 1","kt","83.95","E","Estimated value",""
"GLE","Emissions from Livestock","484","Mexico","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1965","1965","3050","FAO TIER 1","kt","87.6","E","Estimated value",""
"GLE","Emissions from Livestock","484","Mexico","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1966","1966","3050","FAO TIER 1","kt","89.79","E","Estimated value",""
"GLE","Emissions from Livestock","484","Mexico","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1967","1967","3050","FAO TIER 1","kt","91.98","E","Estimated value",""
"GLE","Emissions from Livestock","484","Mexico","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1968","1968","3050","FAO TIER 1","kt","93.44","E","Estimated value",""
"GLE","Emissions from Livestock","484","Mexico","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1969","1969","3050","FAO TIER 1","kt","97.82","E","Estimated value",""
"GLE","Emissions from Livestock","484","Mexico","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1970","1970","3050","FAO TIER 1","kt","102.2","E","Estimated value",""
"GLE","Emissions from Livestock","484","Mexico","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1971","1971","3050","FAO TIER 1","kt","97.528","E","Estimated value",""
"GLE","Emissions from Livestock","484","Mexico","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1972","1972","3050","FAO TIER 1","kt","97.09","E","Estimated value",""
"GLE","Emissions from Livestock","484","Mexico","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1973","1973","3050","FAO TIER 1","kt","94.9","E","Estimated value",""
"GLE","Emissions from Livestock","484","Mexico","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1974","1974","3050","FAO TIER 1","kt","100.959","E","Estimated value",""
"GLE","Emissions from Livestock","484","Mexico","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1975","1975","3050","FAO TIER 1","kt","106.434","E","Estimated value",""
"GLE","Emissions from Livestock","484","Mexico","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1976","1976","3050","FAO TIER 1","kt","111.69","E","Estimated value",""
"GLE","Emissions from Livestock","484","Mexico","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1977","1977","3050","FAO TIER 1","kt","114.099","E","Estimated value",""
"GLE","Emissions from Livestock","484","Mexico","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1978","1978","3050","FAO TIER 1","kt","115.34","E","Estimated value",""
"GLE","Emissions from Livestock","484","Mexico","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1979","1979","3050","FAO TIER 1","kt","116.07","E","Estimated value",""
"GLE","Emissions from Livestock","484","Mexico","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1980","1980","3050","FAO TIER 1","kt","121.545","E","Estimated value",""
"GLE","Emissions from Livestock","484","Mexico","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1981","1981","3050","FAO TIER 1","kt","126.29","E","Estimated value",""
"GLE","Emissions from Livestock","484","Mexico","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1982","1982","3050","FAO TIER 1","kt","129.794","E","Estimated value",""
"GLE","Emissions from Livestock","484","Mexico","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1983","1983","3050","FAO TIER 1","kt","134.466","E","Estimated value",""
"GLE","Emissions from Livestock","484","Mexico","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1984","1984","3050","FAO TIER 1","kt","133.444","E","Estimated value",""
"GLE","Emissions from Livestock","484","Mexico","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1985","1985","3050","FAO TIER 1","kt","137.97","E","Estimated value",""
"GLE","Emissions from Livestock","484","Mexico","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1986","1986","3050","FAO TIER 1","kt","141.474","E","Estimated value",""
"GLE","Emissions from Livestock","484","Mexico","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1987","1987","3050","FAO TIER 1","kt","136.437","E","Estimated value",""
"GLE","Emissions from Livestock","484","Mexico","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1988","1988","3050","FAO TIER 1","kt","136.875","E","Estimated value",""
"GLE","Emissions from Livestock","484","Mexico","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1989","1989","3050","FAO TIER 1","kt","144.905","E","Estimated value",""
"GLE","Emissions from Livestock","484","Mexico","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1990","1990","3050","FAO TIER 1","kt","140.379","E","Estimated value",""
"GLE","Emissions from Livestock","484","Mexico","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1991","1991","3050","FAO TIER 1","kt","137.751","E","Estimated value",""
"GLE","Emissions from Livestock","484","Mexico","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1992","1992","3050","FAO TIER 1","kt","132.057","E","Estimated value",""
"GLE","Emissions from Livestock","484","Mexico","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1993","1993","3050","FAO TIER 1","kt","119.1763","E","Estimated value",""
"GLE","Emissions from Livestock","484","Mexico","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1994","1994","3050","FAO TIER 1","kt","118.1414","E","Estimated value",""
