Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Source Code,Source,Unit,Value,Flag,Flag Description,Note
"GLE","Emissions from Livestock","840","United States of America","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1973","1973","3050","FAO TIER 1","kt","2008.688","E","Estimated value",""
"GLE","Emissions from Livestock","840","United States of America","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1974","1974","3050","FAO TIER 1","kt","1976.48","E","Estimated value",""
"GLE","Emissions from Livestock","840","United States of America","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1975","1975","3050","FAO TIER 1","kt","1960.464","E","Estimated value",""
"GLE","Emissions from Livestock","840","United States of America","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1976","1976","3050","FAO TIER 1","kt","1941.632","E","Estimated value",""
"GLE","Emissions from Livestock","840","United States of America","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1977","1977","3050","FAO TIER 1","kt","1926.32","E","Estimated value",""
"GLE","Emissions from Livestock","840","United States of America","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1978","1978","3050","FAO TIER 1","kt","1901.328","E","Estimated value",""
"GLE","Emissions from Livestock","840","United States of America","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1979","1979","3050","FAO TIER 1","kt","1889.184","E","Estimated value",""
"GLE","Emissions from Livestock","840","United States of America","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1980","1980","3050","FAO TIER 1","kt","1900.624","E","Estimated value",""
"GLE","Emissions from Livestock","840","United States of America","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1981","1981","3050","FAO TIER 1","kt","1918.048","E","Estimated value",""
"GLE","Emissions from Livestock","840","United States of America","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1982","1982","3050","FAO TIER 1","kt","1937.936","E","Estimated value",""
"GLE","Emissions from Livestock","840","United States of America","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1983","1983","3050","FAO TIER 1","kt","1946.384","E","Estimated value",""
"GLE","Emissions from Livestock","840","United States of America","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1984","1984","3050","FAO TIER 1","kt","1899.568","E","Estimated value",""
"GLE","Emissions from Livestock","840","United States of America","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1985","1985","3050","FAO TIER 1","kt","1932.656","E","Estimated value",""
"GLE","Emissions from Livestock","840","United States of America","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1986","1986","3050","FAO TIER 1","kt","1896.048","E","Estimated value",""
"GLE","Emissions from Livestock","840","United States of America","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1987","1987","3050","FAO TIER 1","kt","1817.552","E","Estimated value",""
"GLE","Emissions from Livestock","840","United States of America","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1988","1988","3050","FAO TIER 1","kt","1799.424","E","Estimated value",""
"GLE","Emissions from Livestock","840","United States of America","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1989","1989","3050","FAO TIER 1","kt","1768.096","E","Estimated value",""
"GLE","Emissions from Livestock","840","United States of America","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1990","1990","3050","FAO TIER 1","kt","1758.768","E","Estimated value",""
"GLE","Emissions from Livestock","840","United States of America","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1991","1991","3050","FAO TIER 1","kt","1729.376","E","Estimated value",""
"GLE","Emissions from Livestock","840","United States of America","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1992","1992","3050","FAO TIER 1","kt","1705.088","E","Estimated value",""
"GLE","Emissions from Livestock","840","United States of America","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1993","1993","3050","FAO TIER 1","kt","1686.256","E","Estimated value",""
"GLE","Emissions from Livestock","840","United States of America","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1994","1994","3050","FAO TIER 1","kt","1670.944","E","Estimated value",""
"GLE","Emissions from Livestock","840","United States of America","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1995","1995","3050","FAO TIER 1","kt","1666.016","E","Estimated value",""
"GLE","Emissions from Livestock","840","United States of America","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1996","1996","3050","FAO TIER 1","kt","1649.472","E","Estimated value",""
"GLE","Emissions from Livestock","840","United States of America","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1997","1997","3050","FAO TIER 1","kt","1628.352","E","Estimated value",""
"GLE","Emissions from Livestock","840","United States of America","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1998","1998","3050","FAO TIER 1","kt","1610.576","E","Estimated value",""
"GLE","Emissions from Livestock","840","United States of America","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","1999","1999","3050","FAO TIER 1","kt","1610.928","E","Estimated value",""
"GLE","Emissions from Livestock","840","United States of America","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2000","2000","3050","FAO TIER 1","kt","1619.024","E","Estimated value",""
"GLE","Emissions from Livestock","840","United States of America","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2001","2001","3050","FAO TIER 1","kt","1602.128","E","Estimated value",""
"GLE","Emissions from Livestock","840","United States of America","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2002","2002","3050","FAO TIER 1","kt","1608.464","E","Estimated value",""
"GLE","Emissions from Livestock","840","United States of America","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2003","2003","3050","FAO TIER 1","kt","1598.256","E","Estimated value",""
"GLE","Emissions from Livestock","840","United States of America","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2004","2004","3050","FAO TIER 1","kt","1585.76","E","Estimated value",""
"GLE","Emissions from Livestock","840","United States of America","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2005","2005","3050","FAO TIER 1","kt","1592.8","E","Estimated value",""
"GLE","Emissions from Livestock","840","United States of America","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2006","2006","3050","FAO TIER 1","kt","1608.112","E","Estimated value",""
"GLE","Emissions from Livestock","840","United States of America","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2007","2007","3050","FAO TIER 1","kt","1617.264","E","Estimated value",""
"GLE","Emissions from Livestock","840","United States of America","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2008","2008","3050","FAO TIER 1","kt","1639.264","E","Estimated value",""
"GLE","Emissions from Livestock","840","United States of America","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2009","2009","3050","FAO TIER 1","kt","1619.552","E","Estimated value",""
"GLE","Emissions from Livestock","840","United States of America","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2010","2010","3050","FAO TIER 1","kt","1605.648","E","Estimated value",""
"GLE","Emissions from Livestock","840","United States of America","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2011","2011","3050","FAO TIER 1","kt","1619.024","E","Estimated value",""
"GLE","Emissions from Livestock","840","United States of America","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2012","2012","3050","FAO TIER 1","kt","1625.712","E","Estimated value",""
"GLE","Emissions from Livestock","840","United States of America","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2013","2013","3050","FAO TIER 1","kt","1623.424","E","Estimated value",""
"GLE","Emissions from Livestock","840","United States of America","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2014","2014","3050","FAO TIER 1","kt","1629.232","E","Estimated value",""
"GLE","Emissions from Livestock","840","United States of America","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2015","2015","3050","FAO TIER 1","kt","1638.0144","E","Estimated value",""
"GLE","Emissions from Livestock","840","United States of America","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2016","2016","3050","FAO TIER 1","kt","1638.9824","E","Estimated value",""
"GLE","Emissions from Livestock","840","United States of America","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2017","2017","3050","FAO TIER 1","kt","1648.856","E","Estimated value",""
"GLE","Emissions from Livestock","840","United States of America","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2018","2018","3050","FAO TIER 1","kt","1660.0496","E","Estimated value",""
"GLE","Emissions from Livestock","840","United States of America","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2019","2019","3050","FAO TIER 1","kt","1646.1984","E","Estimated value",""
"GLE","Emissions from Livestock","840","United States of America","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2020","2020","3050","FAO TIER 1","kt","1644.2976","E","Estimated value",""
"GLE","Emissions from Livestock","840","United States of America","72441","Livestock total (Emissions CH4)","F0960","Cattle, dairy","2021","2021","3050","FAO TIER 1","kt","1661.8624","E","Estimated value",""
